( power_on INSTRUMENT11 )
( pointing SATELLITE3 PLANET8 )
( have_image PLANET8 IMAGE2 )
( pointing SATELLITE5 STAR9 )
( have_image PHENOMENON18 IMAGE1 )
( pointing SATELLITE3 STAR10 )
( have_image STAR10 THERMOGRAPH3 )
( pointing satellite5 phenomenon6 )
( have_image STAR14 THERMOGRAPH4 )
( have_image planet23 thermograph0 )
( pointing SATELLITE3 PLANET15 )
( have_image PLANET15 IMAGE2 )
( have_image PHENOMENON13 IMAGE1 )
( pointing SATELLITE3 STAR22 )
( pointing SATELLITE4 PLANET17 )
( have_image STAR22 THERMOGRAPH3 )
( pointing SATELLITE2 PHENOMENON7 )
( power_on instrument3 )
( have_image PLANET17 IMAGE2 )
( have_image PHENOMENON7 THERMOGRAPH0 )
( pointing SATELLITE2 PLANET21 )
( have_image PLANET21 THERMOGRAPH0 )
