( power_on INSTRUMENT13 )
( pointing SATELLITE5 STAR2 )
( calibrated INSTRUMENT16 )
( calibrated INSTRUMENT13 )
( pointing SATELLITE0 STAR23 )
( have_image PHENOMENON40 IMAGE1 )
( have_image STAR52 IMAGE1 )
( pointing SATELLITE0 PLANET51 )
( pointing SATELLITE6 PHENOMENON30 )
( pointing SATELLITE2 PHENOMENON28 )
( pointing SATELLITE6 PHENOMENON18 )
( have_image STAR21 SPECTROGRAPH2 )
( pointing SATELLITE6 PHENOMENON44 )
( pointing SATELLITE2 STAR49 )
( have_image PHENOMENON44 IMAGE1 )
( pointing SATELLITE2 STAR26 )
( have_image STAR26 SPECTROGRAPH2 )
( pointing SATELLITE2 STAR3 )
( pointing SATELLITE3 STAR25 )
( have_image PHENOMENON8 IMAGE1 )
( have_image STAR25 INFRARED0 )
( pointing SATELLITE0 PLANET43 )
( have_image PLANET35 SPECTROGRAPH2 )
( pointing SATELLITE6 STAR45 )
( have_image PLANET43 IMAGE1 )
( pointing SATELLITE4 PHENOMENON5 )
( have_image STAR45 IMAGE1 )
( have_image STAR49 INFRARED0 )
( have_image STAR13 IMAGE1 )
( have_image PHENOMENON11 SPECTROGRAPH2 )
( have_image PLANET14 IMAGE1 )
( have_image STAR4 SPECTROGRAPH2 )
( pointing SATELLITE2 PLANET31 )
( have_image STAR16 IMAGE1 )
( pointing SATELLITE6 PLANET48 )
