( power_on INSTRUMENT6 )
( pointing SATELLITE3 STAR0 )
( calibrated INSTRUMENT6 )
( pointing SATELLITE3 STAR40 )
( pointing SATELLITE1 PHENOMENON38 )
( have_image STAR40 IMAGE2 )
( have_image PHENOMENON38 INFRARED0 )
( pointing SATELLITE3 PHENOMENON26 )
( pointing SATELLITE2 PLANET34 )
( have_image PHENOMENON26 INFRARED1 )
( have_image PLANET34 INFRARED1 )
( pointing SATELLITE3 PHENOMENON24 )
( pointing SATELLITE2 PLANET12 )
( have_image PHENOMENON24 INFRARED1 )
( pointing SATELLITE2 PHENOMENON48 )
( pointing SATELLITE3 PHENOMENON23 )
( have_image PHENOMENON48 INFRARED1 )
( have_image PHENOMENON23 INFRARED1 )
( pointing SATELLITE1 PLANET22 )
( pointing SATELLITE3 STAR18 )
( have_image PLANET22 IMAGE2 )
( have_image STAR18 INFRARED1 )
( pointing SATELLITE1 PLANET35 )
( pointing SATELLITE3 STAR11 )
( pointing SATELLITE2 PLANET21 )
( have_image PLANET35 IMAGE2 )
( pointing SATELLITE0 PLANET50 )
( have_image STAR11 INFRARED1 )
( have_image PLANET21 IMAGE2 )
( pointing SATELLITE1 PLANET13 )
( pointing SATELLITE3 PLANET49 )
( pointing SATELLITE2 PHENOMENON52 )
( have_image PLANET13 INFRARED1 )
( have_image PLANET49 INFRARED1 )
( have_image PHENOMENON52 INFRARED1 )
( pointing SATELLITE0 STAR41 )
( pointing SATELLITE4 PLANET33 )
( pointing SATELLITE2 PHENOMENON6 )
( have_image STAR41 IMAGE2 )
( have_image PLANET33 INFRARED0 )
( have_image PHENOMENON6 INFRARED0 )
( pointing SATELLITE0 PHENOMENON30 )
( pointing SATELLITE4 PLANET9 )
( pointing SATELLITE2 PHENOMENON27 )
( have_image PHENOMENON30 IMAGE2 )
( have_image PLANET9 INFRARED0 )
( have_image PHENOMENON27 INFRARED0 )
( pointing SATELLITE0 PLANET45 )
( pointing SATELLITE4 PHENOMENON47 )
( pointing SATELLITE2 PLANET3 )
( have_image PLANET45 IMAGE2 )
( have_image PHENOMENON47 INFRARED0 )
( have_image PLANET3 INFRARED0 )
( pointing SATELLITE0 PLANET46 )
( pointing SATELLITE4 PLANET50 )
( have_image PLANET46 IMAGE2 )
( have_image PLANET50 INFRARED0 )
