( power_on INSTRUMENT13 )
( pointing SATELLITE6 STAR35 )
( have_image PHENOMENON43 THERMOGRAPH2 )
( have_image PHENOMENON61 THERMOGRAPH2 )
( pointing SATELLITE3 STAR59 )
( have_image PHENOMENON8 THERMOGRAPH2 )
( have_image STAR59 THERMOGRAPH2 )
( have_image STAR38 THERMOGRAPH2 )
( have_image PLANET41 THERMOGRAPH2 )
( pointing SATELLITE1 PHENOMENON9 )
( have_image PHENOMENON9 INFRARED0 )
( pointing SATELLITE4 PHENOMENON14 )
( have_image PLANET36 INFRARED0 )
( pointing SATELLITE5 PLANET64 )
( pointing SATELLITE1 PLANET19 )
( have_image PLANET64 INFRARED0 )
( pointing SATELLITE4 PHENOMENON46 )
( have_image PLANET19 INFRARED0 )
( have_image STAR70 INFRARED1 )
( pointing SATELLITE5 STAR37 )
( have_image PLANET12 THERMOGRAPH2 )
