( power_on INSTRUMENT0 )
( pointing satellite0 star27 )
( pointing SATELLITE0 STAR2 )
( calibrated INSTRUMENT0 )
( pointing SATELLITE0 PHENOMENON43 )
( have_image PHENOMENON43 THERMOGRAPH2 )
( pointing SATELLITE0 PHENOMENON45 )
( pointing SATELLITE3 PHENOMENON47 )
( have_image PHENOMENON45 THERMOGRAPH2 )
( pointing SATELLITE0 PLANET19 )
( have_image planet71 thermograph2 )
( pointing SATELLITE3 STAR35 )
( have_image PLANET19 INFRARED0 )
( have_image STAR35 THERMOGRAPH2 )
( pointing SATELLITE0 PHENOMENON62 )
( pointing SATELLITE3 PLANET28 )
( have_image PHENOMENON62 INFRARED0 )
( have_image groundstation1 infrared0 )
( pointing satellite1 phenomenon34 )
( have_image PLANET28 INFRARED0 )
( pointing satellite2 phenomenon45 )
( pointing SATELLITE0 PHENOMENON46 )
( pointing SATELLITE3 PLANET25 )
( have_image PHENOMENON46 INFRARED0 )
( have_image PLANET25 INFRARED0 )
( have_image PLANET16 INFRARED1 )
( have_image PHENOMENON69 INFRARED0 )
( power_on instrument1 )
( pointing SATELLITE0 STAR30 )
( pointing SATELLITE3 PLANET68 )
( pointing satellite3 phenomenon43 )
( have_image STAR30 INFRARED1 )
( have_image planet12 thermograph2 )
( have_image PLANET68 INFRARED0 )
( pointing SATELLITE0 PHENOMENON15 )
( pointing SATELLITE3 PLANET36 )
( have_image PHENOMENON33 INFRARED0 )
( pointing SATELLITE0 PHENOMENON34 )
( have_image STAR4 INFRARED1 )
( pointing SATELLITE3 PLANET42 )
( have_image PHENOMENON34 INFRARED1 )
( pointing SATELLITE6 PLANET63 )
( have_image PLANET63 THERMOGRAPH2 )
( pointing SATELLITE3 PLANET10 )
( have_image PLANET12 THERMOGRAPH2 )
( pointing SATELLITE6 PHENOMENON57 )
( pointing SATELLITE0 PHENOMENON60 )
( have_image PHENOMENON57 THERMOGRAPH2 )
( pointing SATELLITE5 STAR65 )
( have_image STAR54 INFRARED0 )
( have_image STAR65 INFRARED1 )
( pointing SATELLITE6 PLANET21 )
( have_image STAR37 THERMOGRAPH2 )
( have_image PLANET21 INFRARED0 )
( pointing SATELLITE1 PHENOMENON55 )
( have_image STAR6 INFRARED1 )
( pointing satellite2 phenomenon46 )
( pointing SATELLITE3 STAR38 )
( pointing SATELLITE3 STAR53 )
( have_image STAR53 INFRARED1 )
( calibrated instrument3 )
( pointing satellite4 planet36 )
