( power_on INSTRUMENT11 )
( pointing SATELLITE2 STAR2 )
( pointing SATELLITE2 STAR14 )
( calibrated INSTRUMENT0 )
( have_image STAR14 INFRARED2 )
( have_image STAR23 INFRARED2 )
( pointing SATELLITE0 STAR18 )
( have_image PHENOMENON13 INFRARED2 )
( pointing SATELLITE2 PHENOMENON11 )
( pointing SATELLITE0 PLANET22 )
( have_image PHENOMENON11 INFRARED2 )
( have_image PLANET22 INFRARED2 )
( pointing SATELLITE2 PLANET15 )
( have_image PLANET15 INFRARED2 )
( have_image PHENOMENON24 SPECTROGRAPH6 )
( pointing SATELLITE3 PHENOMENON24 )
( pointing SATELLITE1 PHENOMENON7 )
( have_image PHENOMENON24 IMAGE5 )
( have_image PHENOMENON7 THERMOGRAPH1 )
( have_image PHENOMENON13 INFRARED7 )
