( power_on INSTRUMENT11 )
( pointing SATELLITE4 STAR0 )
( calibrated INSTRUMENT11 )
( pointing satellite6 planet43 )
( power_on instrument8 )
( calibrated instrument17 )
( pointing SATELLITE2 STAR26 )
( pointing SATELLITE4 STAR50 )
( pointing SATELLITE5 STAR27 )
( pointing SATELLITE2 PLANET35 )
( pointing SATELLITE0 PLANET20 )
( have_image PHENOMENON18 IMAGE1 )
( have_image PLANET35 SPECTROGRAPH2 )
( have_image STAR22 IMAGE1 )
( have_image STAR21 SPECTROGRAPH2 )
( pointing SATELLITE2 STAR4 )
( pointing SATELLITE0 PLANET48 )
( have_image STAR24 IMAGE1 )
( have_image STAR29 SPECTROGRAPH2 )
( have_image PLANET15 INFRARED0 )
( pointing SATELLITE4 STAR9 )
( have_image STAR45 IMAGE1 )
( have_image PHENOMENON34 INFRARED0 )
( pointing SATELLITE6 PHENOMENON8 )
( pointing SATELLITE4 PLANET48 )
( have_image PHENOMENON8 IMAGE1 )
( pointing SATELLITE4 STAR52 )
( have_image PLANET19 INFRARED0 )
( pointing SATELLITE6 PHENOMENON40 )
( have_image STAR52 IMAGE1 )
( pointing SATELLITE2 STAR49 )
( pointing SATELLITE0 PLANET33 )
( have_image PHENOMENON40 IMAGE1 )
( pointing SATELLITE4 PHENOMENON28 )
( pointing SATELLITE0 PHENOMENON32 )
( pointing satellite5 phenomenon5 )
( have_image STAR10 SPECTROGRAPH2 )
( pointing satellite3 phenomenon11 )
( pointing SATELLITE2 PHENOMENON36 )
( have_image STAR23 IMAGE1 )
( have_image STAR13 IMAGE1 )
( pointing SATELLITE2 PLANET35 )
( pointing satellite2 star50 )
( pointing satellite0 phenomenon18 )
( pointing SATELLITE5 STAR12 )
( have_image PLANET14 IMAGE1 )
( pointing SATELLITE4 STAR37 )
( have_image STAR12 INFRARED0 )
( pointing SATELLITE6 STAR47 )
( have_image STAR47 SPECTROGRAPH2 )
( pointing SATELLITE4 STAR27 )
( have_image PLANET42 IMAGE1 )
