( power_on INSTRUMENT0 )
( power_on INSTRUMENT11 )
( power_on INSTRUMENT19 )
( power_on INSTRUMENT5 )
( pointing SATELLITE2 STAR2 )
( pointing SATELLITE3 STAR3 )
( pointing SATELLITE1 GROUNDSTATION4 )
( calibrated INSTRUMENT0 )
( calibrated INSTRUMENT22 )
( pointing SATELLITE0 STAR18 )
( pointing SATELLITE4 GROUNDSTATION0 )
( pointing SATELLITE1 PHENOMENON7 )
( pointing SATELLITE4 PLANET21 )
( have_image STAR18 INFRARED2 )
( have_image PLANET15 INFRARED2 )
( have_image PLANET21 INFRARED3 )
( have_image PLANET21 IMAGE5 )
( pointing SATELLITE2 PLANET22 )
( pointing SATELLITE3 STAR10 )
( pointing SATELLITE4 PHENOMENON24 )
( have_image PLANET17 IMAGE4 )
( have_image STAR10 INFRARED3 )
( have_image STAR12 SPECTROGRAPH6 )
( have_image STAR10 SPECTROGRAPH6 )
( pointing SATELLITE2 STAR23 )
( pointing SATELLITE0 STAR14 )
( pointing SATELLITE1 PLANET9 )
( pointing SATELLITE3 PHENOMENON5 )
( pointing SATELLITE4 STAR19 )
( have_image PLANET9 SPECTROGRAPH6 )
( have_image PHENOMENON5 INFRARED7 )
( have_image STAR19 THERMOGRAPH1 )
( pointing SATELLITE2 PHENOMENON13 )
( pointing SATELLITE0 PHENOMENON5 )
( pointing SATELLITE1 PHENOMENON20 )
( pointing SATELLITE4 PLANET17 )
( have_image PHENOMENON13 INFRARED2 )
( have_image PHENOMENON5 IMAGE4 )
( have_image PHENOMENON20 SPECTROGRAPH0 )
( have_image PLANET17 IMAGE5 )
( pointing SATELLITE2 PHENOMENON11 )
( pointing SATELLITE1 PHENOMENON24 )
( pointing SATELLITE3 PHENOMENON13 )
( have_image PHENOMENON11 INFRARED2 )
( have_image STAR16 IMAGE4 )
( have_image PHENOMENON24 SPECTROGRAPH6 )
( have_image PHENOMENON13 INFRARED7 )
